"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	% of Total Deaths
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2021"	"2021"	"65-74 years"	"65-74"	16	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2021"	"2021"	"75-84 years"	"75-84"	18	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2021"	"2021"	"85+ years"	"85+"	19	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"15-24 years"	"15-24"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"35-44 years"	"35-44"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"55-64 years"	"55-64"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"65-74 years"	"65-74"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"75-84 years"	"75-84"	16	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"85+ years"	"85+"	15	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"35-44 years"	"35-44"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"45-54 years"	"45-54"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"55-64 years"	"55-64"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"65-74 years"	"65-74"	15	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"75-84 years"	"75-84"	15	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"85+ years"	"85+"	17	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"35-44 years"	"35-44"	0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"55-64 years"	"55-64"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"65-74 years"	"65-74"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"75-84 years"	"75-84"	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"85+ years"	"85+"	13	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"55-64 years"	"55-64"	15	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"65-74 years"	"65-74"	25	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"75-84 years"	"75-84"	24	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"85+ years"	"85+"	27	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"55-64 years"	"55-64"	15	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"65-74 years"	"65-74"	20	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"75-84 years"	"75-84"	32	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"85+ years"	"85+"	28	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2019"	"2019"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"55-64 years"	"55-64"	22	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"65-74 years"	"65-74"	32	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"75-84 years"	"75-84"	32	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"85+ years"	"85+"	40	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2020"	"2020"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"45-54 years"	"45-54"	13	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"55-64 years"	"55-64"	20	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"65-74 years"	"65-74"	30	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"75-84 years"	"75-84"	32	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"85+ years"	"85+"	29	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"55-64 years"	"55-64"	20	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"65-74 years"	"65-74"	28	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"75-84 years"	"75-84"	35	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"85+ years"	"85+"	29	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"55-64 years"	"55-64"	18	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"65-74 years"	"65-74"	28	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"75-84 years"	"75-84"	38	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"85+ years"	"85+"	27	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"15-24 years"	"15-24"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"25-34 years"	"25-34"	0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"55-64 years"	"55-64"	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"65-74 years"	"65-74"	16	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"75-84 years"	"75-84"	26	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"85+ years"	"85+"	16	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"45-54 years"	"45-54"	14	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"55-64 years"	"55-64"	31	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"65-74 years"	"65-74"	56	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"75-84 years"	"75-84"	74	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"85+ years"	"85+"	46	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"45-54 years"	"45-54"	13	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"55-64 years"	"55-64"	43	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"65-74 years"	"65-74"	42	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"75-84 years"	"75-84"	63	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"85+ years"	"85+"	78	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"45-54 years"	"45-54"	11	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"55-64 years"	"55-64"	29	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"65-74 years"	"65-74"	54	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"75-84 years"	"75-84"	91	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"85+ years"	"85+"	74	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"15-24 years"	"15-24"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"45-54 years"	"45-54"	18	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"55-64 years"	"55-64"	40	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"65-74 years"	"65-74"	65	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"75-84 years"	"75-84"	99	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"85+ years"	"85+"	104	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"35-44 years"	"35-44"	12	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"45-54 years"	"45-54"	14	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"55-64 years"	"55-64"	23	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"65-74 years"	"65-74"	71	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"75-84 years"	"75-84"	94	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"85+ years"	"85+"	80	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"45-54 years"	"45-54"	15	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"55-64 years"	"55-64"	25	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"65-74 years"	"65-74"	52	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"75-84 years"	"75-84"	93	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"85+ years"	"85+"	80	0.1%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"55-64 years"	"55-64"	19	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"65-74 years"	"65-74"	34	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"75-84 years"	"75-84"	42	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"85+ years"	"85+"	33	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"25-34 years"	"25-34"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"55-64 years"	"55-64"	10	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"65-74 years"	"65-74"	15	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"75-84 years"	"75-84"	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"85+ years"	"85+"	17	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"< 1 year"	"1"	0	0.0%
