"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"40-44 years"	"40-44"	Suppressed	1559	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"45-49 years"	"45-49"	Suppressed	1503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"50-54 years"	"50-54"	Suppressed	1624	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"55-59 years"	"55-59"	12	1659	Unreliable	373.8	1263.5	208.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"60-64 years "	"60-64"	11	1702	Unreliable	322.6	1156.4	194.9	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"65-69 years"	"65-69"	33	1626	2029.5	1397.0	2850.2	353.3	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"70-74 years"	"70-74"	38	1382	2749.6	1945.8	3774.1	446.1	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"75-79 years"	"75-79"	46	1074	4283.1	3135.8	5713.0	631.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"80-84 years"	"80-84"	48	671	7153.5	5274.4	9484.5	1032.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"85-89 years"	"85-89"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"90-94 years"	"90-94"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"5-9 years"	"5-9"	0	1855	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"10-14 years"	"10-14"	0	1985	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"15-19 years"	"15-19"	Suppressed	1818	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"20-24 years"	"20-24"	Suppressed	1517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"25-29 years"	"25-29"	Suppressed	1496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"30-34 years"	"30-34"	0	1638	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	Suppressed	1645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	Suppressed	1559	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	Suppressed	1503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	Suppressed	1624	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	14	1659	Unreliable	461.4	1415.9	225.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	11	1702	Unreliable	322.6	1156.4	194.9	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	26	1626	1599.0	1044.5	2342.9	313.6	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"70-74 years"	"70-74"	26	1382	1881.3	1228.9	2756.6	369.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"75-79 years"	"75-79"	48	1074	4469.3	3295.3	5925.6	645.1	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"80-84 years"	"80-84"	45	671	6706.4	4891.7	8973.7	999.7	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"85-89 years"	"85-89"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"95-99 years"	"95-99"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"5-9 years"	"5-9"	0	1855	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"10-14 years"	"10-14"	0	1985	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"15-19 years"	"15-19"	Suppressed	1818	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"20-24 years"	"20-24"	Suppressed	1517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"25-29 years"	"25-29"	Suppressed	1496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"30-34 years"	"30-34"	Suppressed	1638	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"35-39 years"	"35-39"	Suppressed	1645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"40-44 years"	"40-44"	0	1559	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"45-49 years"	"45-49"	Suppressed	1503	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"50-54 years"	"50-54"	Suppressed	1624	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"55-59 years"	"55-59"	Suppressed	1659	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"60-64 years "	"60-64"	16	1702	Unreliable	537.3	1526.6	235.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"65-69 years"	"65-69"	15	1626	Unreliable	516.3	1521.5	238.2	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"70-74 years"	"70-74"	19	1382	Unreliable	827.7	2146.9	315.4	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"75-79 years"	"75-79"	18	1074	Unreliable	993.3	2648.8	395.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"80-84 years"	"80-84"	24	671	3576.8	2291.7	5321.9	730.1	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"5-9 years"	"5-9"	0	699	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"10-14 years"	"10-14"	0	687	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"15-19 years"	"15-19"	0	595	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"20-24 years"	"20-24"	Suppressed	464	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"25-29 years"	"25-29"	0	483	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"30-34 years"	"30-34"	0	455	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"35-39 years"	"35-39"	0	397	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"40-44 years"	"40-44"	Suppressed	405	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"45-49 years"	"45-49"	Suppressed	345	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	420	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"55-59 years"	"55-59"	Suppressed	487	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"60-64 years "	"60-64"	Suppressed	476	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"65-69 years"	"65-69"	Suppressed	417	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"70-74 years"	"70-74"	Suppressed	290	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"75-79 years"	"75-79"	Suppressed	236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"80-84 years"	"80-84"	Suppressed	127	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"5-9 years"	"5-9"	0	689	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"10-14 years"	"10-14"	0	679	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"15-19 years"	"15-19"	Suppressed	577	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	455	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"25-29 years"	"25-29"	Suppressed	465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"30-34 years"	"30-34"	0	481	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"35-39 years"	"35-39"	0	426	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"40-44 years"	"40-44"	Suppressed	404	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"45-49 years"	"45-49"	0	335	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"50-54 years"	"50-54"	Suppressed	395	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"55-59 years"	"55-59"	Suppressed	486	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"60-64 years "	"60-64"	Suppressed	474	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"65-69 years"	"65-69"	Suppressed	412	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"70-74 years"	"70-74"	Suppressed	281	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"75-79 years"	"75-79"	10	243	Unreliable	1973.4	7568.1	1301.3	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"80-84 years"	"80-84"	11	144	Unreliable	3813.3	13668.1	2303.2	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"5-9 years"	"5-9"	0	669	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"10-14 years"	"10-14"	0	711	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"15-19 years"	"15-19"	Suppressed	572	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"20-24 years"	"20-24"	Suppressed	424	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"25-29 years"	"25-29"	0	443	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"30-34 years"	"30-34"	0	483	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"35-39 years"	"35-39"	Suppressed	463	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"40-44 years"	"40-44"	0	408	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"45-49 years"	"45-49"	Suppressed	338	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"50-54 years"	"50-54"	Suppressed	362	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"55-59 years"	"55-59"	Suppressed	472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"60-64 years "	"60-64"	Suppressed	436	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"65-69 years"	"65-69"	Suppressed	441	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"70-74 years"	"70-74"	Suppressed	310	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"75-79 years"	"75-79"	11	243	Unreliable	2259.8	8099.6	1364.9	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"80-84 years"	"80-84"	Suppressed	150	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"5-9 years"	"5-9"	0	680	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"10-14 years"	"10-14"	0	759	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"15-19 years"	"15-19"	0	623	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"20-24 years"	"20-24"	0	440	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"25-29 years"	"25-29"	0	436	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"30-34 years"	"30-34"	Suppressed	505	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"35-39 years"	"35-39"	0	499	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"40-44 years"	"40-44"	0	442	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"45-49 years"	"45-49"	Suppressed	385	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"50-54 years"	"50-54"	Suppressed	361	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"55-59 years"	"55-59"	Suppressed	485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"60-64 years "	"60-64"	Suppressed	461	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"65-69 years"	"65-69"	Suppressed	453	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"70-74 years"	"70-74"	12	333	Unreliable	1862.0	6294.8	1040.3	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"75-79 years"	"75-79"	Suppressed	238	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"80-84 years"	"80-84"	14	156	Unreliable	4906.4	15057.4	2398.5	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Power County, ID"	"16077"	"2021"	"2021"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
